MRNA_Nc	K27_Nc	MRNA_Nd	K27_Nd	MRNA_Nt	K27_Nt
Nc|NCU09033	no	Nd|NEUDI1_127409	no	Nt|NEUTE1_85111	no
Nc|NCU09034	no	Nd|NEUDI1_63372	no	Nt|NEUTE1_47587	no
Nc|NCU09035	no	Nd|NEUDI1_127407	no	Nt|NEUTE1_102514	no
Nc|NCU09036	no	Nd|NEUDI1_156889	no	Nt|NEUTE1_123588	no
Nc|NCU09037	no	Nd|NEUDI1_25968,NEUDI1_25969	no,no	Nt|NEUTE1_111619	no
Nc|NCU09038	no	Nd|NEUDI1_127405	no	Nt|NEUTE1_123589	no
Nc|NCU09039	no	Nd|NEUDI1_100522	no	Nt|NEUTE1_48003	no
Nc|NCU09040	no	Nd|NEUDI1_127403	no	Nt|NEUTE1_123590	no
Nc|NCU09041	no	Nd|NEUDI1_167875	no	Nt|NEUTE1_117650,NEUTE1_130945	no,no
Nc|NCU09042	no	Nd|NEUDI1_156884	no	Nt|NEUTE1_130945	no
Nc|NCU09043	no	Nd|NEUDI1_82140	no	Nt|NEUTE1_117651	no
Nc|NCU09045	no	Nd|NEUDI1_25975	no	Nt|NEUTE1_130947	no
Nc|NCU09046	yes	Nd|NEUDI1_127411	no	Nt|NEUTE1_111627	no
Nc|NCU09048	no	NONE	NA	Nt|NEUTE1_123594	no
Nc|NCU09049	no	Nd|NEUDI1_167881	no	Nt|NEUTE1_85135	no
Nc|NCU09050	no	Nd|NEUDI1_156896	no	Nt|NEUTE1_47988	no
Nc|NCU09052	no	Nd|NEUDI1_167883	no	Nt|NEUTE1_130952	no
Nc|NCU09053	no	Nd|NEUDI1_167885	no	Nt|NEUTE1_48148	no
Nc|NCU09054	no	Nd|NEUDI1_82180	no	Nt|NEUTE1_102528	no
Nc|NCU09055	no	Nd|NEUDI1_82182	no	Nt|NEUTE1_147701	no
Nc|NCU09056	no	Nd|NEUDI1_100553	no	Nt|NEUTE1_123599	no
Nc|NCU09057	no	Nd|NEUDI1_100557	no	Nt|NEUTE1_66461	no
Nc|NCU09058	no	Nd|NEUDI1_100559	no	Nt|NEUTE1_85151	no
Nc|NCU09059	no	Nd|NEUDI1_62828	no	Nt|NEUTE1_66466	no
Nc|NCU09060	no	NONE	NA	Nt|NEUTE1_47706	no
Nc|NCU09061	no	Nd|NEUDI1_62908	no	Nt|NEUTE1_47962	no
Nc|NCU09062	no	Nd|NEUDI1_100563	no	Nt|NEUTE1_130958	no
Nc|NCU09063	no	NONE	NA	NONE	NA
Nc|NCU09064	no	Nd|NEUDI1_123749	no	Nt|NEUTE1_104548	no
Nc|NCU09065	no	Nd|NEUDI1_91224	no	Nt|NEUTE1_125203	no
Nc|NCU09066	no	NONE	NA	Nt|NEUTE1_28767	no
Nc|NCU09068	no	Nd|NEUDI1_123751	no	Nt|NEUTE1_125205	no
Nc|NCU09069	no	Nd|NEUDI1_123752	no	Nt|NEUTE1_141456	no
Nc|NCU09070	no	Nd|NEUDI1_153142	no	Nt|NEUTE1_88996	no
Nc|NCU09071	no	Nd|NEUDI1_136406	no	Nt|NEUTE1_88997	no
Nc|NCU09072	no	Nd|NEUDI1_123755	no	Nt|NEUTE1_89000	no
Nc|NCU09073	no	Nd|NEUDI1_20906	no	Nt|NEUTE1_89002	no
Nc|NCU09074	no	Nd|NEUDI1_52764	no	Nt|NEUTE1_54577,NEUTE1_89002	no,no
Nc|NCU09075	no	Nd|NEUDI1_165424,NEUDI1_53430	no,no	Nt|NEUTE1_18495	no
Nc|NCU09076	no	Nd|NEUDI1_165425	no	Nt|NEUTE1_118432	no
Nc|NCU09077	no	Nd|NEUDI1_35177,NEUDI1_153146	no,no	Nt|NEUTE1_125214,NEUTE1_70327	no,no
Nc|NCU09078	no	Nd|NEUDI1_153146	no	Nt|NEUTE1_125214	no
Nc|NCU09079	no	Nd|NEUDI1_160177	no	Nt|NEUTE1_89010	no
Nc|NCU09080	no	NONE	NA	NONE	NA
Nc|NCU09081	no	Nd|NEUDI1_53565	no	Nt|NEUTE1_141470	no
Nc|NCU09082	no	NONE	NA	NONE	NA
Nc|NCU09084	no	Nd|NEUDI1_45928	no	Nt|NEUTE1_149282	no
Nc|NCU09085	no	Nd|NEUDI1_91244	no	Nt|NEUTE1_70335	no
Nc|NCU09087	no	Nd|NEUDI1_91246	no	Nt|NEUTE1_132442	no
Nc|NCU09088	no	Nd|NEUDI1_165428	no	Nt|NEUTE1_89019	no
Nc|NCU09089	no	Nd|NEUDI1_160181,NEUDI1_72917	no,no	Nt|NEUTE1_118436	no
Nc|NCU09090	no	Nd|NEUDI1_72917	no	Nt|NEUTE1_70340	no
Nc|NCU09091	no	Nd|NEUDI1_91255	no	Nt|NEUTE1_89024	no
Nc|NCU09092	no	Nd|NEUDI1_153157	no	Nt|NEUTE1_104573	no
Nc|NCU09093	no	Nd|NEUDI1_29423	no	Nt|NEUTE1_89026	no
Nc|NCU09094	no	Nd|NEUDI1_123770	no	Nt|NEUTE1_132447	no
Nc|NCU09095	no	Nd|NEUDI1_153160	no	Nt|NEUTE1_149291	no
Nc|NCU09096	no	Nd|NEUDI1_20927	no	Nt|NEUTE1_70355	no
Nc|NCU09097	no	Nd|NEUDI1_20928	no	Nt|NEUTE1_70355	no
Nc|NCU09098	no	Nd|NEUDI1_91269	no	Nt|NEUTE1_70359	no
Nc|NCU09099	no	Nd|NEUDI1_136429	no	Nt|NEUTE1_125228	no
Nc|NCU09100	no	Nd|NEUDI1_91272	no	Nt|NEUTE1_132452	no
Nc|NCU09101	no	Nd|NEUDI1_53710	no	Nt|NEUTE1_132453	no
Nc|NCU09102	no	Nd|NEUDI1_123776	no	Nt|NEUTE1_89045	no
Nc|NCU09103	no	Nd|NEUDI1_136433	no	Nt|NEUTE1_104586	no
Nc|NCU09104	no	Nd|NEUDI1_123777	no	Nt|NEUTE1_149300	no
Nc|NCU09105	no	NONE	NA	NONE	NA
Nc|NCU09106	no	Nd|NEUDI1_99438	no	Nt|NEUTE1_125976	no
Nc|NCU09107	no	Nd|NEUDI1_99434	no	Nt|NEUTE1_118799	no
Nc|NCU09108	no	Nd|NEUDI1_167600	no	Nt|NEUTE1_55635	no
Nc|NCU09109	no	Nd|NEUDI1_162377	no	Nt|NEUTE1_118797	no
Nc|NCU09111	no	Nd|NEUDI1_167597	no	Nt|NEUTE1_118796	no
Nc|NCU09112	no	Nd|NEUDI1_156446	no	Nt|NEUTE1_72118	no
Nc|NCU09115	no	Nd|NEUDI1_111772	no	Nt|NEUTE1_150004	no
Nc|NCU09116	no	Nd|NEUDI1_61723	no	Nt|NEUTE1_150004	no
Nc|NCU09117	no	Nd|NEUDI1_81045	no	Nt|NEUTE1_90798	no
Nc|NCU09118	no	Nd|NEUDI1_81045,NEUDI1_99410	no,no	Nt|NEUTE1_72102,NEUTE1_90798	no,no
Nc|NCU09119	no	Nd|NEUDI1_111768	no	Nt|NEUTE1_118790	no
Nc|NCU09120	no	Nd|NEUDI1_126959	no	Nt|NEUTE1_90788	no
Nc|NCU09121	no	Nd|NEUDI1_167587	no	Nt|NEUTE1_125962	no
Nc|NCU09122	no	Nd|NEUDI1_167586	no	Nt|NEUTE1_90783	no
Nc|NCU09123	no	Nd|NEUDI1_167585	no	Nt|NEUTE1_96707	no
Nc|NCU09124	no	Nd|NEUDI1_99394	no	Nt|NEUTE1_125959	no
Nc|NCU09125	no	NONE	NA	Nt|NEUTE1_105452	no
Nc|NCU09126	no	Nd|NEUDI1_25382,NEUDI1_25383	no,no	Nt|NEUTE1_55298	no
Nc|NCU09127	no	Nd|NEUDI1_126953	no	Nt|NEUTE1_149994	no
Nc|NCU09128	no	Nd|NEUDI1_81019	no	Nt|NEUTE1_125957	no
Nc|NCU09129	no	Nd|NEUDI1_156429	no	Nt|NEUTE1_72075	no
Nc|NCU09130	no	Nd|NEUDI1_99381,NEUDI1_156429	no,no	Nt|NEUTE1_90766,NEUTE1_72075	no,no
Nc|NCU09131	no	Nd|NEUDI1_126949	no	Nt|NEUTE1_90763	no
Nc|NCU09132	no	Nd|NEUDI1_167580	no	Nt|NEUTE1_90760	no
Nc|NCU09133	no	Nd|NEUDI1_167578	no	Nt|NEUTE1_133106	no
Nc|NCU09134	no	Nd|NEUDI1_126946	no	Nt|NEUTE1_125952	no
Nc|NCU09135	no	Nd|NEUDI1_99367	no	Nt|NEUTE1_149986	no
Nc|NCU09136	no	Nd|NEUDI1_167576	no	Nt|NEUTE1_90752	no
Nc|NCU09137	no	Nd|NEUDI1_25371	no	Nt|NEUTE1_125949	no
Nc|NCU09138	no	Nd|NEUDI1_156420	no	Nt|NEUTE1_72054	no
Nc|NCU09139	no	Nd|NEUDI1_140008	no	Nt|NEUTE1_149982	no
Nc|NCU09140	no	Nd|NEUDI1_126940	no	Nt|NEUTE1_133099	no
Nc|NCU09141	no	Nd|NEUDI1_167573	no	Nt|NEUTE1_72049	no
Nc|NCU09142	no	Nd|NEUDI1_99350	no	Nt|NEUTE1_90737	no
Nc|NCU09143	no	Nd|NEUDI1_80981	no	Nt|NEUTE1_105435	no
Nc|NCU09144	no	Nd|NEUDI1_156415	no	Nt|NEUTE1_125941,NEUTE1_72040	no,no
Nc|NCU09145	no	NONE	NA	Nt|NEUTE1_100197	no
Nc|NCU09147	no	NONE	NA	Nt|NEUTE1_42134,NEUTE1_109516	no,no
Nc|NCU09148	yes	NONE	NA	Nt|NEUTE1_109517	yes
Nc|NCU09149	yes	NONE	NA	NONE	NA
Nc|NCU09150	yes	NONE	NA	NONE	NA
Nc|NCU09151	no	NONE	NA	Nt|NEUTE1_121737	yes
Nc|NCU09152	no	Nd|NEUDI1_169521	no	Nt|NEUTE1_100166	no
Nc|NCU09153	no	Nd|NEUDI1_129383	no	Nt|NEUTE1_137054	yes
Nc|NCU09154	no	Nd|NEUDI1_87060	no	Nt|NEUTE1_100165	yes
Nc|NCU09155	no	Nd|NEUDI1_105457	no	Nt|NEUTE1_80655	yes
Nc|NCU09156	no	Nd|NEUDI1_158887	no	Nt|NEUTE1_145931	no
Nc|NCU09157	no	Nd|NEUDI1_158886	no	Nt|NEUTE1_145932	no
Nc|NCU09158	yes	Nd|NEUDI1_16588	yes	NONE	NA
Nc|NCU09159	no	Nd|NEUDI1_87052	no	Nt|NEUTE1_129273	no
Nc|NCU09160	no	Nd|NEUDI1_158884	no	Nt|NEUTE1_80735	no
Nc|NCU09161	no	Nd|NEUDI1_129376	no	Nt|NEUTE1_80736	no
Nc|NCU09162	no	Nd|NEUDI1_129375	no	Nt|NEUTE1_121743	no
Nc|NCU09163	yes	Nd|NEUDI1_105443	yes	Nt|NEUTE1_80740	yes
Nc|NCU09164	yes	NONE	NA	Nt|NEUTE1_41349	yes
Nc|NCU09165	yes	Nd|NEUDI1_114737	yes	Nt|NEUTE1_109527	yes
Nc|NCU09166	yes	Nd|NEUDI1_20477	yes	Nt|NEUTE1_100209	yes
Nc|NCU09167	yes	NONE	NA	Nt|NEUTE1_145938	yes
Nc|NCU09168	yes	Nd|NEUDI1_158874	yes	Nt|NEUTE1_80743	yes
Nc|NCU09169	yes	Nd|NEUDI1_158874	yes	Nt|NEUTE1_121747	yes
Nc|NCU09170	yes	Nd|NEUDI1_105424	yes	Nt|NEUTE1_129281,NEUTE1_145942	yes,no
Nc|NCU09171	yes	Nd|NEUDI1_68332	yes	Nt|NEUTE1_145942	yes
Nc|NCU09172	yes	Nd|NEUDI1_87033	yes	Nt|NEUTE1_129283	yes
Nc|NCU09173	yes	Nd|NEUDI1_35995,NEUDI1_68429	yes,no	Nt|NEUTE1_80756	yes
Nc|NCU09174	no	Nd|NEUDI1_87037	yes	Nt|NEUTE1_145945	no
Nc|NCU09175	no	Nd|NEUDI1_169518	no	Nt|NEUTE1_116758	no
Nc|NCU09176	yes	Nd|NEUDI1_169519	yes	Nt|NEUTE1_129287	no
Nc|NCU09177	yes	NONE	NA	NONE	NA
Nc|NCU09178	yes	Nd|NEUDI1_20489,NEUDI1_114735	yes,no	NONE	NA
Nc|NCU09179	yes	Nd|NEUDI1_114736	yes	Nt|NEUTE1_137110	yes
Nc|NCU09180	yes	NONE	NA	Nt|NEUTE1_43584	yes
Nc|NCU09181	yes	Nd|NEUDI1_114736	yes	Nt|NEUTE1_80763	yes
Nc|NCU09182	yes	Nd|NEUDI1_158873	yes	Nt|NEUTE1_145950	yes
Nc|NCU09183	yes	Nd|NEUDI1_158872	yes	Nt|NEUTE1_145950	yes
Nc|NCU09184	yes	Nd|NEUDI1_129363	yes	Nt|NEUTE1_42344,NEUTE1_43213	yes,no
Nc|NCU09185	yes	Nd|NEUDI1_129359	yes	Nt|NEUTE1_145954	yes
Nc|NCU09186	yes	Nd|NEUDI1_158870	yes	Nt|NEUTE1_80773	yes
Nc|NCU09187	yes	Nd|NEUDI1_142753	yes	Nt|NEUTE1_41557	yes
Nc|NCU09188	yes	Nd|NEUDI1_158870	yes	Nt|NEUTE1_80773,NEUTE1_80771	yes,no
Nc|NCU09189	yes	Nd|NEUDI1_169511,NEUDI1_16559	yes,no	Nt|NEUTE1_43016	yes
Nc|NCU09190	yes	NONE	NA	NONE	NA
Nc|NCU09191	no	Nd|NEUDI1_126883	no	Nt|NEUTE1_71883	no
Nc|NCU09192	no	Nd|NEUDI1_126882	no	Nt|NEUTE1_90572	no
Nc|NCU09193	no	Nd|NEUDI1_99179	no	Nt|NEUTE1_125873	no
Nc|NCU09194	no	Nd|NEUDI1_167526	no	Nt|NEUTE1_71874	no
Nc|NCU09195	no	Nd|NEUDI1_167525	no	Nt|NEUTE1_133038	no
Nc|NCU09196	no	Nd|NEUDI1_126878	no	Nt|NEUTE1_90560	no
Nc|NCU09197	no	Nd|NEUDI1_126877	no	Nt|NEUTE1_125869	no
Nc|NCU09198	no	NONE	NA	NONE	NA
Nc|NCU09199	no	Nd|NEUDI1_156342	no	Nt|NEUTE1_118745	no
Nc|NCU09200	no	Nd|NEUDI1_156341	no	Nt|NEUTE1_105355	no
Nc|NCU09201	no	Nd|NEUDI1_167521,NEUDI1_156340	no,no	Nt|NEUTE1_90554	no
Nc|NCU09202	no	Nd|NEUDI1_80795	no	Nt|NEUTE1_149134	no
Nc|NCU09203	no	Nd|NEUDI1_80792	no	Nt|NEUTE1_71860	no
Nc|NCU09204	no	Nd|NEUDI1_126871	no	Nt|NEUTE1_125864	no
Nc|NCU09205	no	Nd|NEUDI1_99152	no	Nt|NEUTE1_125863	no
Nc|NCU09206	no	Nd|NEUDI1_126869	no	Nt|NEUTE1_149906	no
Nc|NCU09207	no	Nd|NEUDI1_80782	no	Nt|NEUTE1_125861	no
Nc|NCU09208	no	Nd|NEUDI1_156330	no	Nt|NEUTE1_90540	no
Nc|NCU09209	no	Nd|NEUDI1_169368	yes	Nt|NEUTE1_71845	no
Nc|NCU09210	no	Nd|NEUDI1_169369,NEUDI1_20078	yes,no	Nt|NEUTE1_125857	no
Nc|NCU09211	no	Nd|NEUDI1_99143	no	Nt|NEUTE1_114324	no
Nc|NCU09212	no	Nd|NEUDI1_99140	no	Nt|NEUTE1_90533	no
Nc|NCU09213	no	Nd|NEUDI1_156327	no	Nt|NEUTE1_133026	no
Nc|NCU09214	no	Nd|NEUDI1_95172	no	Nt|NEUTE1_71839	no
Nc|NCU09215	no	Nd|NEUDI1_76822	no	Nt|NEUTE1_125852	no
Nc|NCU09216	no	Nd|NEUDI1_76823	no	Nt|NEUTE1_125851	no
Nc|NCU09217	no	Nd|NEUDI1_76823,NEUDI1_154731	no,no	Nt|NEUTE1_90522	no
Nc|NCU09218	no	Nd|NEUDI1_76830,NEUDI1_95188	no,no	Nt|NEUTE1_125849	no
Nc|NCU09219	no	Nd|NEUDI1_95188	no	Nt|NEUTE1_90518	no
Nc|NCU09220	no	Nd|NEUDI1_76835	no	Nt|NEUTE1_90515	no
Nc|NCU09221	no	Nd|NEUDI1_154735	no	Nt|NEUTE1_90512	no
Nc|NCU09222	no	Nd|NEUDI1_166502	no	Nt|NEUTE1_90510	no
Nc|NCU09223	no	Nd|NEUDI1_166503	no	Nt|NEUTE1_118735	no
Nc|NCU09224	no	Nd|NEUDI1_57198	no	Nt|NEUTE1_105327	no
Nc|NCU09225	no	Nd|NEUDI1_138179	no	Nt|NEUTE1_90506	no
Nc|NCU09226	no	Nd|NEUDI1_95200	no	Nt|NEUTE1_90505	no
Nc|NCU09227	no	Nd|NEUDI1_76848	no	Nt|NEUTE1_90504	no
Nc|NCU09228	no	Nd|NEUDI1_166505	no	Nt|NEUTE1_71807	no
Nc|NCU09230	no	Nd|NEUDI1_154471	no	Nt|NEUTE1_126996	no
Nc|NCU09231	no	Nd|NEUDI1_48996	yes	Nt|NEUTE1_93373	no
Nc|NCU09232	no	Nd|NEUDI1_109526	yes	Nt|NEUTE1_143519	no
Nc|NCU09233	no	Nd|NEUDI1_76167	no	Nt|NEUTE1_93370	no
Nc|NCU09235	no	Nd|NEUDI1_166318	yes	Nt|NEUTE1_119309	no
Nc|NCU09236	no	NONE	NA	Nt|NEUTE1_53312	no
Nc|NCU09237	no	Nd|NEUDI1_137903	no	Nt|NEUTE1_119308	no
Nc|NCU09238	no	Nd|NEUDI1_94588	no	Nt|NEUTE1_150996	no
Nc|NCU09239	no	Nd|NEUDI1_76246	no	Nt|NEUTE1_126986	no
Nc|NCU09240	no	Nd|NEUDI1_125088	no	Nt|NEUTE1_150992	no
Nc|NCU09241	no	Nd|NEUDI1_94608	no	Nt|NEUTE1_115535	no
Nc|NCU09242	no	Nd|NEUDI1_109566	no	Nt|NEUTE1_134057	no
Nc|NCU09243	no	Nd|NEUDI1_166346	no	Nt|NEUTE1_74641	no
Nc|NCU09244	no	Nd|NEUDI1_154510	no	Nt|NEUTE1_74640	no
Nc|NCU09245	no	Nd|NEUDI1_154511	no	Nt|NEUTE1_74639	no
Nc|NCU09247	no	Nd|NEUDI1_154517	no	Nt|NEUTE1_134053	no
Nc|NCU09248	no	Nd|NEUDI1_166354	no	Nt|NEUTE1_106626	no
Nc|NCU09249	no	Nd|NEUDI1_166353	no	Nt|NEUTE1_52003,NEUTE1_97228	no,no
Nc|NCU09250	no	Nd|NEUDI1_161119	no	Nt|NEUTE1_150983	no
Nc|NCU09251	no	Nd|NEUDI1_161119	no	Nt|NEUTE1_97226	no
Nc|NCU09252	no	Nd|NEUDI1_154513	no	Nt|NEUTE1_126972	no
Nc|NCU09253	no	Nd|NEUDI1_76264	no	Nt|NEUTE1_93326	no
Nc|NCU09254	no	Nd|NEUDI1_76281	no	Nt|NEUTE1_93323	no
Nc|NCU09255	no	NONE	NA	Nt|NEUTE1_93321	no
Nc|NCU09256	no	Nd|NEUDI1_154521	no	Nt|NEUTE1_51270,NEUTE1_93321	no,no
Nc|NCU09257	no	Nd|NEUDI1_154521	no	Nt|NEUTE1_143493	no
Nc|NCU09258	no	Nd|NEUDI1_94639	no	Nt|NEUTE1_134046	no
Nc|NCU09259	no	Nd|NEUDI1_22948	no	Nt|NEUTE1_93314	no
Nc|NCU09260	no	Nd|NEUDI1_125109	no	Nt|NEUTE1_106612	no
Nc|NCU09261	no	Nd|NEUDI1_154529	no	Nt|NEUTE1_115516	no
Nc|NCU09262	no	Nd|NEUDI1_154528,NEUDI1_154529	no,no	Nt|NEUTE1_115516,NEUTE1_134044	no,no
Nc|NCU09263	no	Nd|NEUDI1_166360	no	Nt|NEUTE1_106609	no
Nc|NCU09264	no	Nd|NEUDI1_94649,NEUDI1_166360	no,no	Nt|NEUTE1_74605	no
Nc|NCU09265	no	Nd|NEUDI1_125104	no	Nt|NEUTE1_74601	no
Nc|NCU09266	no	Nd|NEUDI1_166358	no	Nt|NEUTE1_54435	no
Nc|NCU09267	no	Nd|NEUDI1_94658	no	Nt|NEUTE1_150970	no
Nc|NCU09268	no	NONE	NA	NONE	NA
Nc|NCU09269	no	Nd|NEUDI1_166365	no	Nt|NEUTE1_119293	no
Nc|NCU09270	no	Nd|NEUDI1_112116	no	Nt|NEUTE1_66342	no
Nc|NCU09271	no	Nd|NEUDI1_81838	no	Nt|NEUTE1_147648	no
Nc|NCU09272	no	Nd|NEUDI1_100206	yes	Nt|NEUTE1_123549	no
Nc|NCU09273	no	Nd|NEUDI1_81833	no	Nt|NEUTE1_123550	no
Nc|NCU09274	yes	Nd|NEUDI1_167804	yes	Nt|NEUTE1_85037	no
Nc|NCU09275	yes	NONE	NA	Nt|NEUTE1_139266	no
Nc|NCU09276	yes	NONE	NA	Nt|NEUTE1_139266	no
Nc|NCU09277	yes	Nd|NEUDI1_62607	yes	Nt|NEUTE1_66336	no
Nc|NCU09278	yes	Nd|NEUDI1_81829	yes	Nt|NEUTE1_66336	no
Nc|NCU09279	yes	Nd|NEUDI1_156756	yes	Nt|NEUTE1_102455	no
Nc|NCU09280	yes	Nd|NEUDI1_62516	yes	Nt|NEUTE1_123544	no
Nc|NCU09281	no	Nd|NEUDI1_100194,NEUDI1_25769	no,no	Nt|NEUTE1_139259	no
Nc|NCU09282	no	Nd|NEUDI1_127263	no	Nt|NEUTE1_85013	no
Nc|NCU09283	no	Nd|NEUDI1_100186	no	Nt|NEUTE1_85010	no
Nc|NCU09284	no	Nd|NEUDI1_100186	no	Nt|NEUTE1_85010	no
Nc|NCU09285	yes	Nd|NEUDI1_162582	yes	Nt|NEUTE1_117624	no
Nc|NCU09287	no	Nd|NEUDI1_100179	yes	Nt|NEUTE1_66316	no
Nc|NCU09288	no	Nd|NEUDI1_156750	no	Nt|NEUTE1_102445,NEUTE1_130896,NEUTE1_117623	no,no,no
Nc|NCU09289	no	NONE	NA	NONE	NA
Nc|NCU09290	no	Nd|NEUDI1_167800	no	Nt|NEUTE1_66314	no
Nc|NCU09291	no	Nd|NEUDI1_100172	no	Nt|NEUTE1_147635	no
Nc|NCU09293	yes	Nd|NEUDI1_112092	yes	Nt|NEUTE1_47017	no
Nc|NCU09294	no	Nd|NEUDI1_127253	yes	Nt|NEUTE1_117617,NEUTE1_147631	no,no
Nc|NCU09295	no	Nd|NEUDI1_127252,NEUDI1_25752	yes,no	Nt|NEUTE1_147629,NEUTE1_84989	no,no
Nc|NCU09296	no	Nd|NEUDI1_13970	yes	Nt|NEUTE1_111545	no
Nc|NCU09297	no	Nd|NEUDI1_156747	no	Nt|NEUTE1_130887	no
Nc|NCU09299	no	Nd|NEUDI1_167797	yes	Nt|NEUTE1_66294	no
Nc|NCU09300	no	Nd|NEUDI1_127246	yes	Nt|NEUTE1_84976	no
Nc|NCU09301	no	Nd|NEUDI1_100154	no	Nt|NEUTE1_147623	no
Nc|NCU09302	yes	Nd|NEUDI1_127244	yes	Nt|NEUTE1_84968	no
Nc|NCU09303	yes	Nd|NEUDI1_127243	yes	Nt|NEUTE1_147621	no
Nc|NCU09304	yes	Nd|NEUDI1_100143	yes	Nt|NEUTE1_111537	no
Nc|NCU09305	yes	Nd|NEUDI1_81771	yes	Nt|NEUTE1_123518	yes
Nc|NCU09306	yes	Nd|NEUDI1_100134	yes	Nt|NEUTE1_66272	yes
Nc|NCU09307	no	Nd|NEUDI1_100045	no	Nt|NEUTE1_150252	no
Nc|NCU09308	no	Nd|NEUDI1_100052	no	Nt|NEUTE1_133354	no
Nc|NCU09309	no	Nd|NEUDI1_100052	no	Nt|NEUTE1_150254	no
Nc|NCU09310	no	Nd|NEUDI1_25690	no	Nt|NEUTE1_118923,NEUTE1_72761	no,no
Nc|NCU09311	no	Nd|NEUDI1_100057	no	Nt|NEUTE1_126230	no
Nc|NCU09312	no	Nd|NEUDI1_61752	no	Nt|NEUTE1_91460	no
Nc|NCU09313	no	Nd|NEUDI1_127211	no	Nt|NEUTE1_91464	no
Nc|NCU09314	no	Nd|NEUDI1_112046	no	Nt|NEUTE1_142640	no
Nc|NCU09315	no	Nd|NEUDI1_81694	no	Nt|NEUTE1_150259	no
Nc|NCU09316	no	Nd|NEUDI1_81697	no	Nt|NEUTE1_72774	no
Nc|NCU09317	no	Nd|NEUDI1_81699	no	Nt|NEUTE1_72776	no
Nc|NCU09318	no	Nd|NEUDI1_81701	no	Nt|NEUTE1_114701	no
Nc|NCU09319	no	Nd|NEUDI1_100075	no	Nt|NEUTE1_91476,NEUTE1_118929	no,no
Nc|NCU09320	no	Nd|NEUDI1_100075,NEUDI1_112052	no,no	Nt|NEUTE1_72781,NEUTE1_118929	no,no
Nc|NCU09321	no	Nd|NEUDI1_112053	no	Nt|NEUTE1_91481	no
Nc|NCU09322	no	Nd|NEUDI1_127219	no	Nt|NEUTE1_150265	no
Nc|NCU09323	no	NONE	NA	NONE	NA
Nc|NCU09324	no	Nd|NEUDI1_127220	no	Nt|NEUTE1_72792	no
Nc|NCU09325	no	Nd|NEUDI1_156716	no	Nt|NEUTE1_126242	no
Nc|NCU09326	no	Nd|NEUDI1_167783	no	Nt|NEUTE1_91493	no
Nc|NCU09327	no	Nd|NEUDI1_62431	no	Nt|NEUTE1_54700	no
Nc|NCU09328	no	Nd|NEUDI1_140325	no	Nt|NEUTE1_105766	no
Nc|NCU09329	no	Nd|NEUDI1_156720	no	Nt|NEUTE1_91498	no
Nc|NCU09330	no	Nd|NEUDI1_156721	no	Nt|NEUTE1_114712	no
Nc|NCU09331	no	Nd|NEUDI1_162565	no	Nt|NEUTE1_96856	no
Nc|NCU09332	no	Nd|NEUDI1_162566,NEUDI1_62093	no,no	Nt|NEUTE1_105770	no
Nc|NCU09333	no	Nd|NEUDI1_61273	no	Nt|NEUTE1_105772	no
Nc|NCU09335	no	Nd|NEUDI1_101950	no	Nt|NEUTE1_122737	no
Nc|NCU09336	no	Nd|NEUDI1_101948	no	Nt|NEUTE1_130182	no
Nc|NCU09337	no	Nd|NEUDI1_141171,NEUDI1_101945	no,no	Nt|NEUTE1_83106	no
Nc|NCU09338	no	Nd|NEUDI1_112993,NEUDI1_101944	no,no	Nt|NEUTE1_43859	no
Nc|NCU09339	yes	NONE	NA	NONE	NA
Nc|NCU09342	no	Nd|NEUDI1_64793	no	Nt|NEUTE1_122734	no
Nc|NCU09343	no	NONE	NA	Nt|NEUTE1_83104,NEUTE1_122734	no,no
Nc|NCU09344	no	NONE	NA	Nt|NEUTE1_138309	no
Nc|NCU09345	no	Nd|NEUDI1_168236	no	Nt|NEUTE1_117213	no
Nc|NCU09347	no	Nd|NEUDI1_168237	no	Nt|NEUTE1_83096	no
Nc|NCU09348	no	Nd|NEUDI1_168237	no	NONE	NA
Nc|NCU09349	no	Nd|NEUDI1_157462	no	Nt|NEUTE1_83093	no
Nc|NCU09350	no	Nd|NEUDI1_83563	no	Nt|NEUTE1_83089	no
Nc|NCU09351	no	Nd|NEUDI1_168238	no	NONE	NA
Nc|NCU09352	no	Nd|NEUDI1_83564,NEUDI1_168239	no,no	Nt|NEUTE1_117210,NEUTE1_83087	no,no
Nc|NCU09354	no	NONE	NA	Nt|NEUTE1_146872	no
Nc|NCU09355	no	Nd|NEUDI1_168235	no	Nt|NEUTE1_130169	no
Nc|NCU09356	no	Nd|NEUDI1_31500	no	Nt|NEUTE1_146870	no
Nc|NCU09357	no	Nd|NEUDI1_101921	no	Nt|NEUTE1_146869	no
Nc|NCU09358	no	Nd|NEUDI1_157454	no	Nt|NEUTE1_44249	no
Nc|NCU09360	no	Nd|NEUDI1_87882	no	Nt|NEUTE1_91610	no
Nc|NCU09362	no	Nd|NEUDI1_21836	no	Nt|NEUTE1_133408	no
Nc|NCU09363	no	Nd|NEUDI1_87884	no	Nt|NEUTE1_50971	no
Nc|NCU09364	no	Nd|NEUDI1_159228,NEUDI1_169724	no,no	Nt|NEUTE1_96889,NEUTE1_72918	no,no
Nc|NCU09365	no	Nd|NEUDI1_106295	no	Nt|NEUTE1_91617	no
Nc|NCU09366	no	Nd|NEUDI1_169725	no	Nt|NEUTE1_118969	no
