Locus	Supercontig	Start	Stop	Strand	NaN	Gene Name	Ontology Term ID	Ontology Term Name	Protein Family
NCU08857	supercont10.5	107603	110020	+	402.193548387097	hypothetical protein			
NCU01620	supercont10.2	2943201	2944108	+	402	hypothetical protein			
NCU07859	supercont10.3	1130641	1132972	-	402	cyclopropane-fatty-acyl-phospholipid synthase			
NCU00517	supercont10.1	8147689	8150581	+	401.611111111111	cell cycle checkpoint protein RAD17			
NCU07886	supercont10.3	1236112	1237164	+	401.588235294118	hypothetical protein			
NCU05819	supercont10.7	321475	323232	-	401.48	DUF1237 domain-containing protein			
NCU03314	supercont10.1	5281591	5283942	-	401.387096774194	hypothetical protein	"GO:0030448	GO:0030448	GO:0019900	GO:0043549	GO:0070787	GO:0019900	GO:0030448	GO:0019900	GO:0043549	GO:0070787	GO:0070787	GO:0043549	GO:0030448	GO:0043549	GO:0070787	GO:0019900	GO:0070787	GO:0019900	GO:0043549	GO:0030448"	"hyphal growth	hyphal growth	kinase binding	regulation of kinase activity	conidiophore development	kinase binding	hyphal growth	kinase binding	regulation of kinase activity	conidiophore development	conidiophore development	regulation of kinase activity	hyphal growth	regulation of kinase activity	conidiophore development	kinase binding	conidiophore development	kinase binding	regulation of kinase activity	hyphal growth"	
NCU04187	supercont10.5	5137960	5141043	+	401.342105263158	cap binding protein			
NCU07801	supercont10.5	244090	245184	+	401.277777777778	hypothetical protein			
NCU03804	supercont10.5	2467552	2470250	+	401.205882352941	serine/threonine-protein phosphatase 2B catalytic subunit	"GO:0004723	GO:0030644	GO:0004721	GO:0031505	GO:0007163	GO:0005829	GO:0005829	GO:0031505	GO:0004721	GO:0030448	GO:0007163	GO:0005829	GO:0030644	GO:0030644	GO:0007163	GO:0007163	GO:0007163	GO:0030448	GO:0031505	GO:0004721	GO:0030448	GO:0030644	GO:0030644	GO:0005955	GO:0004721	GO:0030448	GO:0031505	GO:0030644	GO:0005955	GO:0007163	GO:0004721	GO:0005829	GO:0005829	GO:0004721	GO:0031505	GO:0030448	GO:0030448	GO:0005955	GO:0004723	GO:0007163	GO:0030644	GO:0031505	GO:0030448	GO:0005829	GO:0004723	GO:0004721	GO:0031505	GO:0005829"	"calcium-dependent protein serine/threonine phosphatase activity	cellular chloride ion homeostasis	phosphoprotein phosphatase activity	fungal-type cell wall organization	establishment or maintenance of cell polarity	cytosol	cytosol	fungal-type cell wall organization	phosphoprotein phosphatase activity	hyphal growth	establishment or maintenance of cell polarity	cytosol	cellular chloride ion homeostasis	cellular chloride ion homeostasis	establishment or maintenance of cell polarity	establishment or maintenance of cell polarity	establishment or maintenance of cell polarity	hyphal growth	fungal-type cell wall organization	phosphoprotein phosphatase activity	hyphal growth	cellular chloride ion homeostasis	cellular chloride ion homeostasis	calcineurin complex	phosphoprotein phosphatase activity	hyphal growth	fungal-type cell wall organization	cellular chloride ion homeostasis	calcineurin complex	establishment or maintenance of cell polarity	phosphoprotein phosphatase activity	cytosol	cytosol	phosphoprotein phosphatase activity	fungal-type cell wall organization	hyphal growth	hyphal growth	calcineurin complex	calcium-dependent protein serine/threonine phosphatase activity	establishment or maintenance of cell polarity	cellular chloride ion homeostasis	fungal-type cell wall organization	hyphal growth	cytosol	calcium-dependent protein serine/threonine phosphatase activity	phosphoprotein phosphatase activity	fungal-type cell wall organization	cytosol"	
NCU02370	supercont10.7	1529580	1530330	+	401.2	hypothetical protein			
NCU00302	supercont10.3	3366010	3367226	+	401.157894736842	3-ketodihydrosphingosine reductase tsc-10			
NCU02800	supercont10.1	9073872	9077845	+	401.106382978723	arsenite resistance protein Ars2			
NCU01869	supercont10.1	2202126	2203398	+	401.105263157895	hypothetical protein			
NCU05614	supercont10.6	1317743	1319201	-	401.045454545455	hypothetical protein			
NCU06168	supercont10.7	2674849	2676740	+	401.038461538462	diphthamide biosynthesis protein 2			
NCU02877	supercont10.1	8833585	8836416	+	401	hypothetical protein			
NCU04414	supercont10.4	3450825	3453091	-	400.931034482759	hypothetical protein	"GO:0004175	GO:0004175	GO:0008540	GO:0004175	GO:0006511	GO:0006511	GO:0016887	GO:0016887	GO:0004175	GO:0008540	GO:0008540	GO:0004175	GO:0016887	GO:0006511	GO:0006511	GO:0008540	GO:0016887	GO:0008540	GO:0016887	GO:0006511"	"endopeptidase activity	endopeptidase activity	proteasome regulatory particle	 base subcomplex	endopeptidase activity	ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	ATPase activity	ATPase activity	endopeptidase activity	proteasome regulatory particle	 base subcomplex	proteasome regulatory particle	 base subcomplex	endopeptidase activity	ATPase activity	ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	proteasome regulatory particle	 base subcomplex	ATPase activity	proteasome regulatory particle	 base subcomplex	ATPase activity	ubiquitin-dependent protein catabolic process"	
NCU00675	supercont10.1	7597402	7600888	-	400.878048780488	efr-3			
NCU03126	supercont10.1	4655017	4657194	+	400.821428571429	hypothetical protein			
NCU08496	supercont10.2	3465985	3469914	-	400.787234042553	hypothetical protein			
NCU09197	supercont10.1	5794433	5795931	-	400.772727272727	hypothetical protein			
NCU09226	supercont10.1	5909898	5911704	-	400.538461538462	WLM domain-containing protein			
NCU11434	supercont10.1	351913	353209	+	400.45	hypothetical protein			
NCU05931	supercont10.6	3428525	3430900	-	400.258064516129	hypothetical protein			
NCU02172	supercont10.1	1002515	1006923	-	399.921568627451	hypothetical protein			
NCU06187	supercont10.3	1827010	1829111	-	399.785714285714	adenylosuccinate lyase	"GO:0006164	GO:0004018	GO:0004018	GO:0004018	GO:0006189	GO:0006164	GO:0006189	GO:0006189	GO:0006164	GO:0004018	GO:0006164	GO:0006189"	"purine nucleotide biosynthetic process	N6-(1	2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	N6-(1	2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	N6-(1	2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	'de novo' IMP biosynthetic process	purine nucleotide biosynthetic process	'de novo' IMP biosynthetic process	'de novo' IMP biosynthetic process	purine nucleotide biosynthetic process	N6-(1	2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	purine nucleotide biosynthetic process	'de novo' IMP biosynthetic process"	
NCU03831	supercont10.5	2552312	2553142	+	399.6	hypothetical protein			
NCU04628	supercont10.5	1417820	1421365	-	399.571428571429	hypothetical protein			
NCU06822	supercont10.2	1858296	1859431	-	399.421052631579	hypothetical protein			
NCU01914	supercont10.1	2044945	2046764	-	399.16	sorting nexin-3	"GO:0032266	GO:0005829	GO:0005768	GO:0032266	GO:0005829	GO:0005515	GO:0008104	GO:0005768	GO:0008104	GO:0005515	GO:0032266	GO:0032266	GO:0005515	GO:0008104	GO:0005829	GO:0005768	GO:0005829	GO:0005768	GO:0005515	GO:0005515	GO:0005829	GO:0008104	GO:0032266	GO:0008104	GO:0005768	GO:0032266	GO:0005768	GO:0008104	GO:0005829	GO:0005515"	"phosphatidylinositol-3-phosphate binding	cytosol	endosome	phosphatidylinositol-3-phosphate binding	cytosol	protein binding	protein localization	endosome	protein localization	protein binding	phosphatidylinositol-3-phosphate binding	phosphatidylinositol-3-phosphate binding	protein binding	protein localization	cytosol	endosome	cytosol	endosome	protein binding	protein binding	cytosol	protein localization	phosphatidylinositol-3-phosphate binding	protein localization	endosome	phosphatidylinositol-3-phosphate binding	endosome	protein localization	cytosol	protein binding"	
NCU09005	supercont10.3	4193578	4196123	-	399.090909090909	hypothetical protein			
NCU02693	supercont10.1	3225027	3226620	-	399.04347826087	C-3 sterol dehydrogenase/C-4 decarboxylase			
NCU07710	supercont10.4	2119953	2126178	-	399.028985507246	vacuolar membrane-associated protein iml-1			
NCU05354	supercont10.2	1408776	1409180	-	398.727272727273	hypothetical protein			
NCU10601	supercont10.1	4362149	4362505	+	398.727272727273	hypothetical protein			
NCU07422	supercont10.1	5986915	5988315	-	398.666666666667	hypothetical protein			
NCU01859	supercont10.1	2233466	2235016	-	398.521739130435	NADH:ubiquinone oxidoreductase 20.9kD subunit	"GO:0009055	GO:0006116	GO:0005739	GO:0005747	GO:0009055	GO:0005747	GO:0005747	GO:0006116	GO:0009055	GO:0006116	GO:0005739	GO:0005739	GO:0032981	GO:0032981	GO:0005739	GO:0005747	GO:0032981	GO:0005739	GO:0009055	GO:0005739	GO:0009055	GO:0006116	GO:0005747	GO:0005739	GO:0006116	GO:0005739"	"electron carrier activity	NADH oxidation	mitochondrion	mitochondrial respiratory chain complex I	electron carrier activity	mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I	NADH oxidation	electron carrier activity	NADH oxidation	mitochondrion	mitochondrion	mitochondrial respiratory chain complex I assembly	mitochondrial respiratory chain complex I assembly	mitochondrion	mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I assembly	mitochondrion	electron carrier activity	mitochondrion	electron carrier activity	NADH oxidation	mitochondrial respiratory chain complex I	mitochondrion	NADH oxidation	mitochondrion"	
NCU00246	supercont10.3	3163116	3164770	+	398.521739130435	hypothetical protein			
NCU06795	supercont10.2	1911968	1912873	-	398.5	hypothetical protein			
NCU01311	supercont10.5	3604976	3607644	+	398.382352941176	hypothetical protein			
NCU08358	supercont10.1	5635120	5640459	-	398.366666666667	hypothetical protein			
NCU11590	supercont10.1	9383984	9385384	+	398.285714285714	hypothetical protein			
NCU00344	supercont10.3	3524971	3528097	-	398.157894736842	hypothetical protein			
NCU01491	supercont10.2	3295125	3296680	-	398.136363636364	hypothetical protein			
NCU02419	supercont10.7	1693998	1695477	+	398.045454545455	mitochondrial 37S ribosomal protein S17			
NCU06386	supercont10.4	2689614	2691290	+	398.04347826087	dolichyl-phosphate beta-glucosyltransferase			
NCU07018	supercont10.4	4923827	4927916	+	398.041666666667	histone deacetylase HosB			
NCU03409	supercont10.2	822906	824822	-	398.038461538462	RNA lariat debranching enzyme			
NCU04674	supercont10.5	1229388	1232393	-	398.027027027027	alpha-glucosidase	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU12025	supercont10.7	926206	926850	+	397.923076923077	hypothetical protein			
NCU00236	supercont10.3	3118657	3120588	+	397.923076923077	flavoprotein oxygenase	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU12038	supercont10.7	1366449	1368402	-	397.777777777778	hypothetical protein			
NCU00219	supercont10.3	3046887	3053061	+	397.710144927536	hypothetical protein			
NCU03100	supercont10.1	4553422	4555799	+	397.633333333333	6-phosphogluconate dehydrogenase	"GO:0004616	GO:0005737	GO:0009051	GO:0006979	GO:0005739	GO:0004616	GO:0005739	GO:0005739	GO:0005737	GO:0004616	GO:0005739	GO:0006979	GO:0009051	GO:0005737	GO:0005737	GO:0006979	GO:0004616	GO:0005737	GO:0009051	GO:0004616	GO:0006979	GO:0005739	GO:0004616	GO:0009051	GO:0006979	GO:0006979	GO:0005739	GO:0009051	GO:0005737	GO:0009051"	"phosphogluconate dehydrogenase (decarboxylating) activity	cytoplasm	pentose-phosphate shunt	 oxidative branch	response to oxidative stress	mitochondrion	phosphogluconate dehydrogenase (decarboxylating) activity	mitochondrion	mitochondrion	cytoplasm	phosphogluconate dehydrogenase (decarboxylating) activity	mitochondrion	response to oxidative stress	pentose-phosphate shunt	 oxidative branch	cytoplasm	cytoplasm	response to oxidative stress	phosphogluconate dehydrogenase (decarboxylating) activity	cytoplasm	pentose-phosphate shunt	 oxidative branch	phosphogluconate dehydrogenase (decarboxylating) activity	response to oxidative stress	mitochondrion	phosphogluconate dehydrogenase (decarboxylating) activity	pentose-phosphate shunt	 oxidative branch	response to oxidative stress	response to oxidative stress	mitochondrion	pentose-phosphate shunt	 oxidative branch	cytoplasm	pentose-phosphate shunt	 oxidative branch"	
NCU00770	supercont10.1	7230627	7236372	-	397.625	hypothetical protein			
NCU01966	supercont10.1	1837039	1838471	-	397.619047619048	60S ribosomal protein L37	"GO:0003735	GO:0003735	GO:0022625	GO:0022625	GO:0022625	GO:0006412	GO:0006412	GO:0022625	GO:0006412	GO:0003735	GO:0006412	GO:0003735"	"structural constituent of ribosome	structural constituent of ribosome	cytosolic large ribosomal subunit	cytosolic large ribosomal subunit	cytosolic large ribosomal subunit	translation	translation	cytosolic large ribosomal subunit	translation	structural constituent of ribosome	translation	structural constituent of ribosome"	
NCU00880	supercont10.1	6881362	6884476	-	397.578947368421	phospholipase A-2-activating protein			
NCU00216	supercont10.3	3034431	3036294	+	397.48	NADH-cytochrome b5 reductase 1	"GO:0005792	GO:0005741	GO:0005739	GO:0004128	GO:0005741	GO:0004128	GO:0005739	GO:0004128	GO:0005739	GO:0005741	GO:0005792	GO:0005741	GO:0005739	GO:0005792	GO:0005739	GO:0005741	GO:0005792	GO:0004128	GO:0005792	GO:0004128"	"microsome	mitochondrial outer membrane	mitochondrion	cytochrome-b5 reductase activity	mitochondrial outer membrane	cytochrome-b5 reductase activity	mitochondrion	cytochrome-b5 reductase activity	mitochondrion	mitochondrial outer membrane	microsome	mitochondrial outer membrane	mitochondrion	microsome	mitochondrion	mitochondrial outer membrane	microsome	cytochrome-b5 reductase activity	microsome	cytochrome-b5 reductase activity"	
NCU04723	supercont10.6	549009	550541	-	397.272727272727	hypothetical protein			
NCU04201	supercont10.5	5184920	5188678	+	397.181818181818	signal transduction protein Syg1			
NCU01760	supercont10.2	2524294	2527296	+	396.972972972973	pumilio-family RNA binding repeat protein			
NCU00927	supercont10.1	6698535	6702605	+	396.958333333333	kinesin			
NCU01416	supercont10.5	3993244	3993822	+	396.923076923077	hypothetical protein			
NCU01591	supercont10.2	3008572	3010466	+	396.923076923077	hypothetical protein			
NCU05224	supercont10.4	5694151	5696784	-	396.909090909091	uridine-cytidine kinase 2			
NCU07300	supercont10.4	4472390	4474962	+	396.878787878788	asparagine synthetase domain-containing protein 1			
NCU03354	supercont10.2	1000226	1003539	-	396.8	hypothetical protein			
NCU00162	supercont10.3	2848559	2850804	-	396.666666666667	hypothetical protein			
NCU03352	supercont10.2	1004830	1007444	+	396.151515151515	alternative oxidase-2	"GO:0046982	GO:0003700	GO:0003677	GO:0003677	GO:0003677	GO:0046982	GO:0046982	GO:0046982	GO:0003700	GO:0003700	GO:0003677	GO:0003700"	"protein heterodimerization activity	transcription factor activity	DNA binding	DNA binding	DNA binding	protein heterodimerization activity	protein heterodimerization activity	protein heterodimerization activity	transcription factor activity	transcription factor activity	DNA binding	transcription factor activity"	
NCU05422	supercont10.2	1587776	1591167	+	396.121951219512	vacuolar protein sorting protein			
NCU06438	supercont10.3	1415691	1418511	-	396.111111111111	DNA repair helicase RAD25			
NCU06404	supercont10.4	2623400	2625331	-	396.037037037037	GTP-binding protein SAS1	"GO:0005525	GO:0006906	GO:0005525	GO:0003924	GO:0006887	GO:0005525	GO:0006906	GO:0005829	GO:0006887	GO:0003924	GO:0003924	GO:0006887	GO:0006906	GO:0006887	GO:0003924	GO:0006906	GO:0005829	GO:0006893	GO:0005634	GO:0006887	GO:0003924	GO:0005525	GO:0006887	GO:0006887	GO:0006893	GO:0005829	GO:0006906	GO:0006906	GO:0005634	GO:0003924	GO:0005634	GO:0005634	GO:0003924	GO:0005634	GO:0006893	GO:0006893	GO:0005634	GO:0006887	GO:0003924	GO:0005829	GO:0006906	GO:0006893	GO:0005829	GO:0005525	GO:0005525	GO:0005634	GO:0006893	GO:0006906	GO:0005525	GO:0005525	GO:0005829	GO:0005634	GO:0005829	GO:0006893	GO:0006893	GO:0005829"	"GTP binding	vesicle fusion	GTP binding	GTPase activity	exocytosis	GTP binding	vesicle fusion	cytosol	exocytosis	GTPase activity	GTPase activity	exocytosis	vesicle fusion	exocytosis	GTPase activity	vesicle fusion	cytosol	Golgi to plasma membrane transport	nucleus	exocytosis	GTPase activity	GTP binding	exocytosis	exocytosis	Golgi to plasma membrane transport	cytosol	vesicle fusion	vesicle fusion	nucleus	GTPase activity	nucleus	nucleus	GTPase activity	nucleus	Golgi to plasma membrane transport	Golgi to plasma membrane transport	nucleus	exocytosis	GTPase activity	cytosol	vesicle fusion	Golgi to plasma membrane transport	cytosol	GTP binding	GTP binding	nucleus	Golgi to plasma membrane transport	vesicle fusion	GTP binding	GTP binding	cytosol	nucleus	cytosol	Golgi to plasma membrane transport	Golgi to plasma membrane transport	cytosol"	
